City_ID,City,Lat,Lng,Max Temp °K,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp °C
301,havoysund,70.9963,24.6622,276.28,67,64,16.61,NO,1675791482,3.1299999999999955
302,mnogovershinnyy,53.9353,139.9242,244.66,98,99,0.66,RU,1675791483,-28.48999999999998
303,okhotsk,59.3833,143.3,248.41,88,98,4.37,RU,1675791483,-24.73999999999998
304,caravelas,-17.7125,-39.2481,302.97,57,53,5.32,BR,1675791395,29.82000000000005
305,manavalakurichi,8.1333,77.3,297.78,75,55,2.27,IN,1675791484,24.629999999999995
306,jega,12.2175,4.3792,304.03,10,100,4.4,NG,1675791485,30.879999999999995
307,hervey bay,-25.2986,152.8535,298.31,64,34,6.91,AU,1675791485,25.160000000000025
308,westport,41.1415,-73.3579,278.39,50,0,2.57,US,1675791105,5.240000000000009
309,coxim,-18.5067,-54.76,296.84,89,100,1.03,BR,1675791486,23.69
310,inhambane,-23.865,35.3833,301.14,78,40,4.63,MZ,1675791486,27.99000000000001
311,balao,-2.9167,-79.8167,302.58,61,19,2.46,EC,1675791487,29.430000000000007
312,pietarsaari,63.65,22.6833,274.26,91,100,0.45,FI,1675791487,1.1100000000000136
313,sola,-13.8833,167.55,300.99,75,95,5.37,VU,1675791489,27.840000000000032
314,singkang,2.1006,102.7994,296.41,95,99,1.8,MY,1675791490,23.260000000000048
315,zhangye,38.9342,100.4517,269.79,49,66,2.13,CN,1675791490,-3.359999999999957
316,los llanos de aridane,28.6585,-17.9182,289.01,76,75,6.69,ES,1675791491,15.860000000000014
317,noumea,-22.2763,166.4572,296.14,82,88,3.57,NC,1675791390,22.99000000000001
318,sao joao da barra,-21.6403,-41.0511,304.2,77,98,3.12,BR,1675791491,31.05000000000001
319,luangwa,-15.6167,30.4167,297.06,85,38,0.87,ZM,1675791278,23.910000000000025
320,itarema,-2.9248,-39.9167,301.88,67,100,5.68,BR,1675791492,28.730000000000015
321,lima,-12.0432,-77.0282,299.29,65,0,6.69,PE,1675790613,26.140000000000043
322,birao,10.2849,22.7882,300.34,11,25,3.07,CF,1675791493,27.19
323,teya,60.3778,92.6267,257.49,98,100,1.2,RU,1675791493,-15.659999999999968
324,yendi,9.4427,-0.0099,309.6,21,55,1.5,GH,1675791494,36.450000000000045
325,elko,41.0002,-115.5012,268.51,76,100,1.34,US,1675791494,-4.639999999999986
326,henties bay,-22.116,14.2845,292.45,83,50,2.06,,1675791495,19.30000000000001
327,posse,-14.0931,-46.3694,304.58,36,32,0.96,BR,1675791495,31.430000000000007
328,mumford,5.2618,-0.759,300.16,80,26,4.79,GH,1675791496,27.010000000000048
329,beira,-19.8436,34.8389,301.2,83,40,3.6,MZ,1675791497,28.05000000000001
330,krems,48.4092,15.6142,272.34,73,0,1.05,AT,1675791499,-0.8100000000000023
331,moose factory,51.2585,-80.6094,271.15,80,100,8.75,CA,1675791313,-2.0
332,minuri,16.535,121.8574,294.42,95,25,0.69,PH,1675791500,21.27000000000004
333,namibe,-15.1961,12.1522,295.64,73,100,4.6,AO,1675791500,22.49000000000001
334,kidal,18.4411,1.4078,302.93,11,98,4.07,ML,1675791501,29.78000000000003
335,saldanha,-33.0117,17.9442,295.18,89,100,10.57,ZA,1675791356,22.03000000000003
336,kysyl-syr,63.8986,122.7617,229.63,100,100,0.19,RU,1675791502,-43.51999999999998
337,codrington,-38.2667,141.9667,285.37,88,63,3.78,AU,1675791503,12.220000000000027
338,zhigansk,66.7697,123.3711,225.99,100,94,1.34,RU,1675791504,-47.15999999999997
339,anadyr,64.75,177.4833,244.43,76,40,3.0,RU,1675791504,-28.71999999999997
340,clarence town,-32.5833,151.7833,296.4,95,5,1.22,AU,1675791505,23.25
341,sioux lookout,50.1001,-91.917,265.19,73,100,6.17,CA,1675791505,-7.9599999999999795
342,touros,-5.1989,-35.4608,302.86,54,57,7.67,BR,1675791506,29.71000000000004
343,bonavista,48.6499,-53.1147,268.69,62,100,8.6,CA,1675791507,-4.45999999999998
344,rancho veloz,22.8806,-80.3917,299.82,60,98,9.31,CU,1675791507,26.670000000000016
345,poya,-21.35,165.15,298.4,89,100,1.35,NC,1675791509,25.25
346,caxito,-8.5785,13.6643,299.67,73,57,3.58,AO,1675791509,26.52000000000004
347,fortuna,40.5982,-124.1573,280.89,95,0,3.09,US,1675791510,7.740000000000009
348,mitu,1.1983,-70.1733,303.3,56,92,1.07,CO,1675791510,30.150000000000038
349,saint george,37.1041,-113.5841,281.62,52,0,2.57,US,1675791301,8.470000000000027
350,solnechnyy,50.7214,136.6319,251.18,98,100,2.36,RU,1675791511,-21.96999999999997
351,asyut,27.181,31.1837,285.25,37,99,3.95,EG,1675791512,12.100000000000025
352,nantucket,41.2835,-70.0995,275.23,75,100,8.75,US,1675791296,2.080000000000041
353,karabulak,43.3036,44.8964,266.7,95,100,3.55,RU,1675791513,-6.449999999999989
354,alofi,-19.0595,-169.9187,297.09,100,100,2.06,NU,1675791513,23.94
355,mahanoro,-19.9,48.8,297.01,85,100,1.4,MG,1675791514,23.860000000000014
356,linxia,35.6003,103.2064,272.41,84,100,1.01,CN,1675791514,-0.7399999999999523
357,dnipryany,46.7463,33.2729,269.89,70,98,7.69,UA,1675791515,-3.259999999999991
358,puerto ayacucho,5.6639,-67.6236,307.55,40,48,1.31,VE,1675791517,34.400000000000034
359,west bay,19.3667,-81.4167,302.19,76,40,8.75,KY,1675791520,29.04000000000002
360,grand-santi,4.25,-54.3833,303.18,61,94,1.51,GF,1675791520,30.03000000000003
361,rambha,19.5167,85.1,293.99,85,10,2.58,IN,1675791521,20.840000000000032
362,qandala,11.472,49.8728,297.5,81,80,2.83,SO,1675791521,24.350000000000023
363,tooele,40.5308,-112.2983,274.76,67,0,1.54,US,1675791522,1.6100000000000136
364,gubkinskiy,64.434,76.5026,246.93,100,64,3.96,RU,1675791523,-26.21999999999997
365,evansville,37.9748,-87.5558,288.25,71,75,6.69,US,1675791523,15.100000000000025
366,san quintin,30.4833,-115.95,290.08,32,0,0.69,MX,1675791475,16.930000000000007
367,tilichiki,60.4667,166.1,239.74,92,33,4.29,RU,1675791524,-33.40999999999997
368,riosucio,5.4216,-75.7032,298.71,45,14,0.58,CO,1675791524,25.56
369,khasan,42.4308,130.6434,267.46,66,67,3.15,RU,1675791525,-5.689999999999998
370,cabedelo,-6.9811,-34.8339,304.52,62,91,7.35,BR,1675791525,31.370000000000005
371,constitucion,-35.3333,-72.4167,294.99,52,4,2.11,CL,1675791526,21.840000000000032
372,wageningen,51.9667,5.6667,276.43,85,1,1.03,NL,1675791413,3.2800000000000296
373,alta floresta,-9.8756,-56.0861,305.05,62,75,3.6,BR,1675791287,31.900000000000038
374,la troncal,-2.4,-79.3333,303.19,68,70,1.66,EC,1675791527,30.04000000000002
375,bredy,52.4153,60.3411,254.12,100,88,2.41,RU,1675791527,-19.029999999999973
376,arrifes,37.7667,-25.7,285.29,88,75,9.26,PT,1675791528,12.140000000000043
377,queanbeyan,-35.35,149.2333,291.03,86,99,1.99,AU,1675791234,17.879999999999995
378,tamiahua,21.2667,-97.45,298.85,67,33,3.2,MX,1675791529,25.700000000000045
379,aykhal,66.0,111.5,235.88,100,99,1.71,RU,1675791529,-37.26999999999998
380,namatanai,-3.6667,152.4333,299.22,82,100,1.47,PG,1675791529,26.07000000000005
381,vangaindrano,-23.35,47.6,295.96,90,100,1.07,MG,1675791531,22.81
382,visnes,59.3556,5.2242,280.49,93,100,3.09,NO,1675791531,7.340000000000032
383,salme,28.0369,85.0942,281.31,71,55,2.57,NP,1675791532,8.160000000000025
384,ixtapa,20.7,-105.2,295.72,68,20,0.0,MX,1675791372,22.57000000000005
385,matay,28.419,30.7792,286.99,41,91,4.2,EG,1675791532,13.840000000000032
386,abong mbang,3.9833,13.1833,298.27,22,17,0.96,CM,1675791533,25.120000000000005
387,port macquarie,-31.4333,152.9167,292.91,80,46,1.08,AU,1675791527,19.760000000000048
388,bud,39.447,-86.1758,287.16,75,100,5.68,US,1675791534,14.010000000000048
389,wuwei,37.9281,102.6414,271.23,45,100,1.86,CN,1675791534,-1.919999999999959
390,valenca,-13.3703,-39.0731,303.87,48,20,4.13,BR,1675791535,30.720000000000027
391,nanortalik,60.1432,-45.2371,261.08,59,7,13.23,GL,1675791290,-12.069999999999991
392,nancha,47.1333,129.2667,251.69,99,14,0.79,CN,1675791536,-21.45999999999998
393,nanakuli,21.3906,-158.1547,297.12,78,0,1.54,US,1675791536,23.970000000000027
394,mishan,45.55,131.8833,253.0,97,28,2.0,CN,1675791537,-20.149999999999977
395,dunmore town,25.5,-76.65,295.84,63,0,8.23,BS,1675791537,22.69
396,baicheng,45.6167,122.8167,259.25,81,1,3.23,CN,1675791537,-13.899999999999975
397,mussomeli,37.5778,13.7513,276.41,74,99,2.8,IT,1675791538,3.260000000000048
398,antofagasta,-23.65,-70.4,296.75,71,88,4.19,CL,1675791337,23.600000000000023
399,bitung,1.4451,125.1824,296.62,90,100,4.74,ID,1675791539,23.470000000000027
400,bahir dar,11.5936,37.3908,295.25,31,11,3.28,ET,1675791539,22.100000000000023
401,porto nacional,-10.7081,-48.4172,300.15,59,87,0.5,BR,1675791540,27.0
402,mecca,21.4267,39.8261,293.04,51,100,6.13,SA,1675791540,19.890000000000043
403,dali,25.7,100.1833,278.84,61,0,2.27,CN,1675791540,5.689999999999998
404,kununurra,-15.7667,128.7333,298.14,83,1,1.54,AU,1675791541,24.99000000000001
405,usogorsk,63.4106,48.6872,263.99,94,100,4.65,RU,1675791541,-9.159999999999968
406,la asuncion,11.0333,-63.8628,299.14,75,98,6.22,VE,1675791542,25.99000000000001
407,manjacaze,-24.7117,33.8828,296.94,91,68,2.87,MZ,1675791542,23.79000000000002
408,oriximina,-1.7656,-55.8661,301.78,77,75,0.99,BR,1675791543,28.629999999999995
409,porto novo,6.4965,2.6036,303.05,77,99,4.46,BJ,1675791494,29.900000000000038
410,waiouru,-39.4833,175.6667,283.41,90,99,2.44,NZ,1675791544,10.260000000000048
411,sobolevo,54.4299,31.8996,259.84,98,22,0.96,RU,1675791545,-13.310000000000002
412,gamba,-2.65,10.0,299.06,77,60,2.29,GA,1675791545,25.910000000000025
413,dubti,11.7361,41.0853,302.65,17,30,1.22,ET,1675791545,29.5
414,dieppe,49.75,1.1667,276.53,84,0,2.61,FR,1675791546,3.3799999999999955
415,visby,57.6409,18.296,275.27,87,0,6.69,SE,1675791536,2.1200000000000045
416,dingle,10.9995,122.6711,296.32,92,100,3.45,PH,1675791547,23.170000000000016
417,florianopolis,-27.6146,-48.5012,301.72,66,40,7.2,BR,1675791508,28.57000000000005
418,petrovsk-zabaykalskiy,51.273,108.843,249.51,100,84,1.2,RU,1675791548,-23.639999999999983
419,bathsheba,13.2167,-59.5167,300.49,69,75,8.23,BB,1675791548,27.340000000000032
420,morristown,36.214,-83.2949,290.03,41,0,0.0,US,1675791451,16.879999999999995
421,mashhad,36.297,59.6062,286.23,44,20,2.06,IR,1675791549,13.08000000000004
422,tutubigan,11.8397,125.0614,295.32,96,100,1.41,PH,1675791550,22.170000000000016
423,sanming,26.2486,117.6186,288.99,97,93,1.07,CN,1675791551,15.840000000000032
424,fort nelson,58.8053,-122.7002,256.92,92,20,1.03,CA,1675791551,-16.22999999999996
425,tucuman,-26.8241,-65.2226,306.15,52,20,2.06,AR,1675791552,33.0
426,miri,4.4148,114.0089,297.34,91,95,2.0,MY,1675791552,24.19
427,kyzyl-suu,42.3414,78.0056,266.44,58,9,5.94,KG,1675791553,-6.70999999999998
428,keti bandar,24.1447,67.4497,295.42,58,10,3.51,PK,1675791554,22.27000000000004
429,telemaco borba,-24.3239,-50.6156,302.65,35,54,1.91,BR,1675791555,29.5
430,kinston,35.2627,-77.5816,288.31,47,0,3.09,US,1675791557,15.160000000000023
431,tommot,58.9564,126.2925,238.19,99,99,0.19,RU,1675791517,-34.95999999999998
432,ipil,7.75,122.5167,296.63,88,100,1.39,PH,1675791558,23.480000000000015
433,thurso,58.5927,-3.5259,279.29,81,45,5.19,GB,1675791560,6.140000000000043
434,kenai,60.5544,-151.2583,267.18,100,100,2.57,US,1675791331,-5.96999999999997
435,kushima,31.4583,131.2333,284.59,92,81,1.53,JP,1675791562,11.439999999999998
436,palana,59.1167,159.9667,247.2,100,100,4.3,RU,1675791563,-25.94999999999999
437,fuxin,42.0156,121.6589,267.15,75,4,1.39,CN,1675791565,-6.0
438,wanaka,-44.7,169.15,281.29,74,37,2.01,NZ,1675791566,8.140000000000043
439,muisne,0.6,-80.0333,301.05,72,18,4.41,EC,1675791420,27.900000000000038
440,norrkoping,58.5942,16.1826,276.47,78,100,6.17,SE,1675791566,3.32000000000005
441,hare bay,48.8499,-54.0148,265.93,64,78,4.2,CA,1675791567,-7.21999999999997
442,mezen,65.8522,44.24,270.92,93,100,5.88,RU,1675791418,-2.2299999999999613
443,acapulco,16.8634,-99.8901,303.05,48,0,2.06,MX,1675791568,29.900000000000038
444,rocha,-34.4833,-54.3333,305.42,33,3,6.06,UY,1675791569,32.27000000000004
445,sinegorye,62.0788,150.477,238.62,99,99,0.56,RU,1675791569,-34.52999999999997
446,edgewater,28.9889,-80.9023,299.35,53,20,6.17,US,1675791570,26.200000000000045
447,jiangkou,25.4872,119.1986,287.0,88,76,5.08,CN,1675791571,13.850000000000025
448,zhanaozen,43.3,52.8,278.17,65,100,9.22,KZ,1675791571,5.020000000000039
449,chapleau,47.8405,-83.4034,272.2,93,100,4.63,CA,1675791572,-0.9499999999999886
450,san buenaventura,27.0833,-101.5333,298.49,33,8,3.8,MX,1675791572,25.340000000000032
451,flinders,-34.5833,150.8552,294.36,90,100,1.79,AU,1675791444,21.21000000000004
452,northam,51.0333,-4.2167,279.05,76,8,1.79,GB,1675791573,5.900000000000034
453,san juan de los morros,9.9115,-67.3538,305.63,35,90,1.84,VE,1675791574,32.48000000000002
454,saint-francois,46.4154,3.9054,278.84,49,0,2.06,FR,1675791575,5.689999999999998
455,xuanhua,40.6103,115.0447,268.79,69,3,2.43,CN,1675791578,-4.359999999999957
456,salinopolis,-0.6136,-47.3561,300.26,79,46,5.23,BR,1675791578,27.110000000000014
457,shirgaon,19.7,72.7,295.18,61,32,2.73,IN,1675791579,22.03000000000003
458,kloulklubed,7.0419,134.2556,297.43,77,100,7.6,PW,1675791579,24.28000000000003
459,murray bridge,-35.1167,139.2667,288.89,74,0,1.85,AU,1675791580,15.740000000000007
460,funadhoo,6.15,73.2667,300.31,71,57,5.58,MV,1675791580,27.160000000000025
461,mahajanga,-15.7167,46.3167,298.16,83,20,7.2,MG,1675791421,25.010000000000048
462,kaduna,10.5222,7.4383,302.76,10,81,4.48,NG,1675791581,29.610000000000014
463,prince rupert,54.3161,-130.3201,278.98,80,100,4.12,CA,1675791582,5.830000000000041
464,russell,32.3502,-85.1999,294.47,51,90,2.75,US,1675791582,21.32000000000005
465,hualmay,-11.0964,-77.6139,298.95,67,11,4.59,PE,1675791582,25.80000000000001
466,tiznit,29.5833,-9.5,284.92,59,3,4.3,MA,1675791583,11.77000000000004
467,latung,5.5,120.8833,300.21,74,100,0.31,PH,1675791583,27.06
468,jati,24.3539,68.2671,295.37,41,15,3.52,PK,1675791584,22.220000000000027
469,albanel,48.8832,-72.4487,262.14,67,88,5.14,CA,1675791584,-11.009999999999993
470,natal,-5.795,-35.2094,303.51,58,20,7.72,BR,1675791585,30.360000000000014
471,santa cruz de tenerife,28.4682,-16.2546,292.38,82,75,6.69,ES,1675791457,19.230000000000015
472,mende,44.6667,3.5,267.6,92,7,1.68,FR,1675791585,-5.5499999999999545
473,bambanglipuro,-7.95,110.2833,297.13,92,100,1.76,ID,1675791586,23.980000000000015
474,matara,5.9485,80.5353,297.4,89,36,1.12,LK,1675791587,24.25
475,marzuq,14.4,46.4667,291.26,53,34,2.9,YE,1675791587,18.110000000000014
476,bandarbeyla,9.4942,50.8122,297.93,74,75,6.14,SO,1675791588,24.78000000000003
477,brooks,50.5834,-111.8851,276.14,70,85,4.63,CA,1675791588,2.990000000000009
478,san vicente,-26.6167,-54.1333,307.79,18,1,1.56,AR,1675791589,34.64000000000004
479,pangkalanbuun,-2.6833,111.6167,296.53,93,100,0.97,ID,1675791589,23.379999999999995
480,savignano sul rubicone,44.0953,12.4086,279.0,65,0,3.09,IT,1675791590,5.850000000000023
481,sao raimundo nonato,-9.0153,-42.6994,300.86,63,97,0.49,BR,1675791591,27.71000000000004
482,zalesovo,53.9939,84.7431,262.51,96,99,1.96,RU,1675791591,-10.639999999999986
483,guantanamo,20.1444,-75.2092,301.91,41,9,6.41,CU,1675791441,28.760000000000048
484,evensk,61.95,159.2333,242.78,77,33,4.08,RU,1675791523,-30.369999999999976
485,kayes,14.0,-11.0,308.76,9,16,3.13,ML,1675791592,35.610000000000014
486,diamantino,-14.4086,-56.4461,300.1,73,100,1.24,BR,1675791593,26.950000000000045
487,ukiah,39.1502,-123.2078,284.61,93,0,0.0,US,1675791593,11.460000000000036
488,graham,47.0529,-122.2943,281.87,85,100,3.58,US,1675791594,8.720000000000027
489,roebourne,-20.7833,117.1333,303.55,60,8,3.65,AU,1675791594,30.400000000000038
490,mae hong son,19.3003,97.9685,289.3,40,77,0.78,TH,1675791595,16.150000000000034
491,luba,3.4568,8.5547,302.09,80,65,4.99,GQ,1675791595,28.94
492,havre-saint-pierre,50.2334,-63.5986,261.15,43,0,2.57,CA,1675791596,-12.0
493,mahebourg,-20.4081,57.7,300.51,78,75,5.14,MU,1675791596,27.360000000000014
494,saint anthony,45.0205,-93.218,273.94,71,0,5.66,US,1675791597,0.7900000000000205
495,ugoofaaru,5.6667,73.0,300.33,71,95,5.48,MV,1675791597,27.180000000000007
496,savyntsi,49.4026,37.0627,265.94,82,56,6.8,UA,1675791598,-7.2099999999999795
497,norwich,52.6278,1.2983,278.67,80,0,1.54,GB,1675791598,5.520000000000039
498,la ronge,55.1001,-105.2842,265.29,73,75,1.03,CA,1675791599,-7.859999999999957
499,ambilobe,-13.2,49.05,296.29,96,100,0.81,MG,1675791599,23.140000000000043
500,puerto escondido,15.85,-97.0667,304.61,66,0,2.06,MX,1675791601,31.46000000000004
501,shatalovo,54.334,32.4465,259.76,97,18,0.95,RU,1675791604,-13.389999999999986
502,srednekolymsk,67.45,153.6833,238.49,99,100,2.39,RU,1675791606,-34.65999999999997
503,garowe,8.4054,48.4845,295.86,62,48,7.36,SO,1675791607,22.71000000000004
504,avera,33.194,-82.5271,292.34,42,73,2.99,US,1675791537,19.19
505,adwa,14.1646,38.8955,291.84,49,4,2.24,ET,1675791608,18.69
506,crailsheim,49.1344,10.0719,273.04,61,35,2.69,DE,1675791608,-0.1099999999999568
507,riachao das neves,-11.7461,-44.91,304.47,44,79,2.46,BR,1675791612,31.32000000000005
508,plotnikovo,55.0247,85.9436,262.34,97,100,2.16,RU,1675791614,-10.810000000000002
509,komsomolskiy,40.4272,71.7189,274.55,93,12,1.03,UZ,1675791616,1.400000000000034
510,saravan,39.7196,45.6483,270.45,97,98,0.64,AM,1675791617,-2.6999999999999886
511,palimbang,6.2106,124.1894,298.19,81,100,1.34,PH,1675791618,25.04000000000002
512,bonfim,3.0833,-59.95,305.54,44,62,2.9,BR,1675791618,32.39000000000004
513,chichigalpa,12.5776,-87.027,305.99,38,20,3.09,NI,1675791619,32.84000000000003
514,banagher,53.1886,-7.9867,281.86,91,97,1.84,IE,1675791622,8.710000000000036
515,altamont,42.2068,-121.7372,271.06,86,75,0.0,US,1675791463,-2.089999999999975
516,marsaxlokk,35.8419,14.5431,282.49,71,75,6.17,MT,1675791629,9.340000000000032
517,muzhi,65.3667,64.6667,251.58,95,72,3.75,RU,1675791408,-21.569999999999965
518,akdepe,42.0551,59.3788,282.2,54,100,8.34,TM,1675791476,9.050000000000011
519,lingao,19.9103,109.6859,294.61,91,9,6.3,CN,1675791631,21.46000000000004
520,dargaville,-35.9333,173.8833,291.04,71,99,3.0,NZ,1675791632,17.890000000000043
521,yining,29.0361,114.5636,282.91,96,100,0.92,CN,1675791633,9.760000000000048
522,rock sound,24.9,-76.2,296.15,66,16,8.71,BS,1675791633,23.0
523,chimore,-16.9833,-65.1333,297.5,94,100,0.31,BO,1675791634,24.350000000000023
524,mian channun,30.44,72.3543,288.4,31,7,2.16,PK,1675791634,15.25
525,north platte,41.1239,-100.7654,275.99,72,0,5.36,US,1675791297,2.840000000000032
526,yabassi,4.457,9.9682,300.96,69,51,2.54,CM,1675791635,27.81
527,grand gaube,-20.0064,57.6608,300.58,74,22,3.13,MU,1675791635,27.430000000000007
528,wahiawa,21.5028,-158.0236,295.33,88,82,4.67,US,1675791636,22.180000000000007
529,wanxian,30.8039,108.3897,286.15,83,100,1.27,CN,1675791350,13.0
530,sterling,39.0062,-77.4286,282.34,60,75,4.63,US,1675791499,9.189999999999998
531,qasigiannguit,68.8193,-51.1922,250.29,99,100,2.39,GL,1675791639,-22.859999999999985
532,mananara,-16.1667,49.7667,296.83,94,84,1.88,MG,1675791640,23.680000000000007
533,tailai,46.3833,123.4,256.94,85,22,2.72,CN,1675791640,-16.20999999999998
534,chagoda,59.164,35.3285,267.37,95,95,3.19,RU,1675791641,-5.779999999999973
535,verkhnyaya maksakovka,61.635,50.9674,265.16,86,100,4.0,RU,1675791641,-7.989999999999952
536,port alberni,49.2413,-124.8028,282.48,96,100,4.02,CA,1675791543,9.33000000000004
537,kaeo,-35.1,173.7833,286.66,93,56,1.4,NZ,1675791642,13.510000000000048
538,semey,50.4111,80.2275,261.03,97,98,0.61,KZ,1675791642,-12.120000000000005
539,upata,8.0086,-62.3989,303.32,44,76,2.88,VE,1675791643,30.170000000000016
540,kyshtovka,56.555,76.6271,254.26,100,98,1.77,RU,1675791643,-18.889999999999983
541,allapalli,19.4167,80.0667,294.42,32,18,1.4,IN,1675791644,21.27000000000004
542,bilibino,68.0546,166.4372,234.04,100,100,0.16,RU,1675791644,-39.10999999999999
543,meulaboh,4.1363,96.1285,297.66,85,95,2.22,ID,1675791645,24.510000000000048
544,erzin,36.9559,36.2,276.08,57,40,2.85,TR,1675791646,2.930000000000007
545,port hardy,50.6996,-127.4199,278.25,93,75,1.03,CA,1675791423,5.100000000000023
546,sijunjung,-0.6876,100.9537,293.26,85,83,0.88,ID,1675791646,20.110000000000014
547,dinguiraye,11.3,-10.7167,307.0,12,72,1.34,GN,1675791647,33.85000000000002
